path,class,split
train/Physical-Damage/Physical (126).jpg,Physical-Damage,Train
train/Physical-Damage/Physical (135).jpg,Physical-Damage,Train
train/Physical-Damage/Physical (143).jpg,Physical-Damage,Train
train/Physical-Damage/Physical (145).jpg,Physical-Damage,Train
train/Physical-Damage/Physical (147).jpg,Physical-Damage,Train
train/Physical-Damage/Physical (15).jpg,Physical-Damage,Train
train/Physical-Damage/Physical (2).jpg,Physical-Damage,Train
train/Physical-Damage/Physical (33).jpg,Physical-Damage,Train
train/Physical-Damage/Physical (35).jpg,Physical-Damage,Train
train/Physical-Damage/Physical (38).jpg,Physical-Damage,Train
train/Physical-Damage/Physical (39).jpg,Physical-Damage,Train
train/Physical-Damage/Physical (42).jpg,Physical-Damage,Train
train/Physical-Damage/Physical (44).jpg,Physical-Damage,Train
train/Physical-Damage/Physical (45).jpg,Physical-Damage,Train
train/Physical-Damage/Physical (46).jpg,Physical-Damage,Train
train/Physical-Damage/Physical (48).jpg,Physical-Damage,Train
train/Physical-Damage/Physical (50).jpg,Physical-Damage,Train
train/Physical-Damage/Physical (51).jpg,Physical-Damage,Train
train/Physical-Damage/Physical (52).jpg,Physical-Damage,Train
train/Physical-Damage/Physical (62).jpg,Physical-Damage,Train
train/Physical-Damage/Physical (65).jpg,Physical-Damage,Train
train/Physical-Damage/Physical (66).jpg,Physical-Damage,Train
train/Physical-Damage/Physical (69).jpg,Physical-Damage,Train
train/Physical-Damage/Physical (72).jpg,Physical-Damage,Train
train/Physical-Damage/Physical (75).jpg,Physical-Damage,Train
train/Physical-Damage/Physical (77).jpg,Physical-Damage,Train
train/Physical-Damage/Physical (9).jpg,Physical-Damage,Train
train/Physical-Damage/Physical (90).jpg,Physical-Damage,Train
val/Physical-Damage/Physical (34).jpg,Physical-Damage,Train
val/Physical-Damage/Physical (37).jpg,Physical-Damage,Train
val/Physical-Damage/Physical (85).jpg,Physical-Damage,Train
test/Snow-Covered/Snow (109).jpg,Snow-Covered,Train
test/Snow-Covered/Snow (121).jpg,Snow-Covered,Train
test/Snow-Covered/Snow (122).jpg,Snow-Covered,Train
test/Snow-Covered/Snow (134).jpg,Snow-Covered,Train
test/Snow-Covered/Snow (159).jpg,Snow-Covered,Train
test/Snow-Covered/Snow (16).jpg,Snow-Covered,Train
test/Snow-Covered/Snow (164).jpg,Snow-Covered,Train
test/Snow-Covered/Snow (5).jpg,Snow-Covered,Train
test/Snow-Covered/Snow (7).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (1).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (101).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (102).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (103).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (104).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (107).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (111).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (113).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (114).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (115).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (116).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (119).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (120).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (123).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (124).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (126).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (127).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (128).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (129).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (130).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (133).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (136).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (137).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (141).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (144).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (145).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (153).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (155).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (157).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (158).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (161).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (162).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (165).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (166).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (168).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (169).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (17).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (176).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (19).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (2).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (20).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (22).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (24).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (28).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (3).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (30).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (32).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (34).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (36).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (37).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (39).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (4).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (40).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (41).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (42).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (43).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (48).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (49).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (50).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (52).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (53).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (56).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (57).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (58).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (61).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (62).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (66).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (67).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (68).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (70).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (72).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (74).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (78).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (8).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (82).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (83).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (87).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (88).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (89).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (9).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (90).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (96).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (97).jpg,Snow-Covered,Train
train/Snow-Covered/Snow (99).jpg,Snow-Covered,Train
val/Snow-Covered/Snow (105).jpg,Snow-Covered,Train
val/Snow-Covered/Snow (110).jpg,Snow-Covered,Train
val/Snow-Covered/Snow (135).jpg,Snow-Covered,Train
val/Snow-Covered/Snow (152).jpg,Snow-Covered,Train
val/Snow-Covered/Snow (172).jpg,Snow-Covered,Train
val/Snow-Covered/Snow (54).jpg,Snow-Covered,Train
val/Snow-Covered/Snow (60).jpg,Snow-Covered,Train
test/Bird-drop/Bird (16).JPG,Bird-drop,Valid
test/Bird-drop/Bird (79).jpg,Bird-drop,Valid
train/Bird-drop/Bird (101).jpg,Bird-drop,Valid
train/Bird-drop/Bird (104).jpg,Bird-drop,Valid
train/Bird-drop/Bird (108).jpg,Bird-drop,Valid
train/Bird-drop/Bird (11).jpg,Bird-drop,Valid
train/Bird-drop/Bird (110).jpg,Bird-drop,Valid
train/Bird-drop/Bird (117).jpg,Bird-drop,Valid
train/Bird-drop/Bird (123).jpg,Bird-drop,Valid
train/Bird-drop/Bird (129).jpg,Bird-drop,Valid
train/Bird-drop/Bird (132).jpg,Bird-drop,Valid
train/Bird-drop/Bird (134).JPG,Bird-drop,Valid
train/Bird-drop/Bird (178).jpg,Bird-drop,Valid
train/Bird-drop/Bird (204).JPG,Bird-drop,Valid
train/Bird-drop/Bird (24).JPG,Bird-drop,Valid
train/Bird-drop/Bird (37).jpg,Bird-drop,Valid
train/Bird-drop/Bird (9).jpg,Bird-drop,Valid
train/Bird-drop/Bird (95).jpg,Bird-drop,Valid
val/Bird-drop/Bird (102).jpg,Bird-drop,Valid
test/Clean/Clean (1).jpeg,Clean,Valid
test/Clean/Clean (30).jpg,Clean,Valid
test/Clean/Clean (83).jpg,Clean,Valid
train/Clean/Clean (106).jpg,Clean,Valid
train/Clean/Clean (109).jpg,Clean,Valid
train/Clean/Clean (11).jpg,Clean,Valid
train/Clean/Clean (113).jpg,Clean,Valid
train/Clean/Clean (121).jpg,Clean,Valid
train/Clean/Clean (128).jpg,Clean,Valid
train/Clean/Clean (137).jpg,Clean,Valid
train/Clean/Clean (144).jpg,Clean,Valid
train/Clean/Clean (145).jpg,Clean,Valid
train/Clean/Clean (146).jpg,Clean,Valid
train/Clean/Clean (149).jpg,Clean,Valid
train/Clean/Clean (163).jpg,Clean,Valid
train/Clean/Clean (18).jpg,Clean,Valid
train/Clean/Clean (19).jpg,Clean,Valid
train/Clean/Clean (31).jpg,Clean,Valid
train/Clean/Clean (36).jpg,Clean,Valid
train/Clean/Clean (37).jpg,Clean,Valid
train/Clean/Clean (5).jpg,Clean,Valid
train/Clean/Clean (61).jpg,Clean,Valid
train/Clean/Clean (86).jpg,Clean,Valid
val/Clean/Clean (114).jpg,Clean,Valid
val/Clean/Clean (122).jpg,Clean,Valid
val/Clean/Clean (126).jpg,Clean,Valid
val/Clean/Clean (33).jpg,Clean,Valid
test/Dusty/Dust (122).jpg,Dusty,Valid
test/Dusty/Dust (126).jpg,Dusty,Valid
test/Dusty/Dust (36).jpg,Dusty,Valid
train/Dusty/Dust (100).jpg,Dusty,Valid
train/Dusty/Dust (143).jpg,Dusty,Valid
train/Dusty/Dust (147).jpg,Dusty,Valid
train/Dusty/Dust (150).jpg,Dusty,Valid
train/Dusty/Dust (164).jpg,Dusty,Valid
train/Dusty/Dust (171).jpg,Dusty,Valid
train/Dusty/Dust (185).jpg,Dusty,Valid
train/Dusty/Dust (32).jpg,Dusty,Valid
train/Dusty/Dust (44).jpg,Dusty,Valid
train/Dusty/Dust (53).jpg,Dusty,Valid
train/Dusty/Dust (55).jpg,Dusty,Valid
train/Dusty/Dust (65).jpg,Dusty,Valid
train/Dusty/Dust (66).jpg,Dusty,Valid
train/Dusty/Dust (71).jpg,Dusty,Valid
train/Dusty/Dust (78).jpg,Dusty,Valid
train/Dusty/Dust (81).jpg,Dusty,Valid
train/Dusty/Dust (85).jpg,Dusty,Valid
train/Dusty/Dust (86).jpg,Dusty,Valid
train/Dusty/Dust (87).jpg,Dusty,Valid
train/Dusty/Dust (9).jpg,Dusty,Valid
train/Dusty/Dust (92).jpg,Dusty,Valid
train/Dusty/Dust (95).jpg,Dusty,Valid
val/Dusty/Dust (34).jpg,Dusty,Valid
test/Electrical-damage/Electrical (28).jpg,Electrical-damage,Valid
test/Electrical-damage/Electrical (3).jpg,Electrical-damage,Valid
train/Electrical-damage/Electrical (109).jpg,Electrical-damage,Valid
train/Electrical-damage/Electrical (139).jpg,Electrical-damage,Valid
train/Electrical-damage/Electrical (148).jpg,Electrical-damage,Valid
train/Electrical-damage/Electrical (21).jpg,Electrical-damage,Valid
train/Electrical-damage/Electrical (32).jpg,Electrical-damage,Valid
train/Electrical-damage/Electrical (37).jpg,Electrical-damage,Valid
train/Electrical-damage/Electrical (4).jpg,Electrical-damage,Valid
train/Electrical-damage/Electrical (74).jpg,Electrical-damage,Valid
train/Electrical-damage/Electrical (78).jpg,Electrical-damage,Valid
train/Electrical-damage/Electrical (81).jpg,Electrical-damage,Valid
val/Electrical-damage/Electrical (145).jpg,Electrical-damage,Valid
test/Physical-Damage/Physical (30).jpg,Physical-Damage,Valid
test/Physical-Damage/Physical (58).jpg,Physical-Damage,Valid
train/Physical-Damage/Physical (129).jpg,Physical-Damage,Valid
train/Physical-Damage/Physical (133).jpg,Physical-Damage,Valid
train/Physical-Damage/Physical (19).jpg,Physical-Damage,Valid
train/Physical-Damage/Physical (22).jpg,Physical-Damage,Valid
train/Physical-Damage/Physical (40).jpg,Physical-Damage,Valid
train/Physical-Damage/Physical (7).jpg,Physical-Damage,Valid
train/Physical-Damage/Physical (88).jpg,Physical-Damage,Valid
train/Physical-Damage/Physical (96).jpg,Physical-Damage,Valid
test/Snow-Covered/Snow (138).jpg,Snow-Covered,Valid
train/Snow-Covered/Snow (11).jpg,Snow-Covered,Valid
train/Snow-Covered/Snow (13).jpg,Snow-Covered,Valid
train/Snow-Covered/Snow (131).jpg,Snow-Covered,Valid
train/Snow-Covered/Snow (140).jpg,Snow-Covered,Valid
train/Snow-Covered/Snow (146).jpg,Snow-Covered,Valid
train/Snow-Covered/Snow (149).jpg,Snow-Covered,Valid
train/Snow-Covered/Snow (150).jpg,Snow-Covered,Valid
train/Snow-Covered/Snow (151).jpg,Snow-Covered,Valid
train/Snow-Covered/Snow (21).jpg,Snow-Covered,Valid
train/Snow-Covered/Snow (23).jpg,Snow-Covered,Valid
train/Snow-Covered/Snow (26).jpg,Snow-Covered,Valid
train/Snow-Covered/Snow (27).jpg,Snow-Covered,Valid
train/Snow-Covered/Snow (44).jpg,Snow-Covered,Valid
train/Snow-Covered/Snow (45).jpg,Snow-Covered,Valid
train/Snow-Covered/Snow (59).jpg,Snow-Covered,Valid
train/Snow-Covered/Snow (63).jpg,Snow-Covered,Valid
train/Snow-Covered/Snow (64).jpg,Snow-Covered,Valid
train/Snow-Covered/Snow (65).jpg,Snow-Covered,Valid
train/Snow-Covered/Snow (73).jpg,Snow-Covered,Valid
train/Snow-Covered/Snow (77).jpg,Snow-Covered,Valid
val/Snow-Covered/Snow (6).jpg,Snow-Covered,Valid
