path,split,label,filename,file_size_bytes,corrupt,corrupt_reason,width,height,mode,format,grayscale_like_ratio,likely_grayscale,filename_suggests_thermal,sha256,dhash,ahash,suspicious,suspicious_reason,near_dup_cluster
train/Clean/Clean (64).jpg,train,Clean,Clean (64).jpg,153209,False,,720,960,RGB,JPEG,0.0014684585236421,False,False,f841b967a2319758af5a8d34abad70d2546ba78d12f7577c04ed4c3920ef80b1,216243563579839524,18392427112687534339,False,,317
train/Clean/Clean (65).jpg,train,Clean,Clean (65).jpg,768060,False,,1536,2048,RGB,JPEG,0.0018180199826431,False,False,f66c4fd1e9131ca79ac52a35e974a486bc450ce9ec6e634616458730acff4fc1,17365597536155871408,18446673704965440391,False,,318
train/Clean/Clean (67).jpg,train,Clean,Clean (67).jpg,40223,False,,260,352,RGB,JPEG,0.001529636711281,False,False,14d82c567ee81cc43e07a78e7085568dd4668d28b63eaecc754c569dd83e89a5,17869223184217993671,18372981105809752064,False,,319
train/Clean/Clean (69).jpg,train,Clean,Clean (69).jpg,70218,False,,700,525,RGB,JPEG,0.0501142857142857,False,False,9da6d1fb198899b8d1609423f13760162a4b246b2b3e7abd187f389d905b2e2f,506418760270022565,18446602236715867143,False,,320
train/Clean/Clean (7).jpg,train,Clean,Clean (7).jpg,215152,False,,1420,798,RGB,JPEG,0.0092723004694835,False,False,a77c8f729e23494859efdc33bc319998027ac37a98a41e333ba049ba8b2c1b2e,16996233149823909113,17357120081280222147,False,,321
train/Clean/Clean (70).jpg,train,Clean,Clean (70).jpg,4416121,False,,3648,2736,RGB,JPEG,0.0403241020951055,False,False,8d9d54f397ccd50d87d5e04a9c54d304041349c5c2651176a8f6e9cba3ea76c3,11473905210430897369,4573683533349920896,False,,322
train/Clean/Clean (71).jpg,train,Clean,Clean (71).jpg,117116,False,,960,720,RGB,JPEG,0.0358405152770322,False,False,9ecf2f2e032be35527e6c8e0a657a608ddbd482a7ab05f7d0ccc44e8e60aa976,3585088074090062050,18446604437939093504,False,,323
train/Clean/Clean (72).jpg,train,Clean,Clean (72).jpg,93011,False,,720,960,RGB,JPEG,0.0129426896083773,False,False,ef9450a6459833153199f1ca2fcbbdf52dc5130a326d25c2a3588b3c697fe345,7506646228168267984,18446743523953737923,False,,324
train/Clean/Clean (74).jpg,train,Clean,Clean (74).jpg,3828431,False,,3892,2586,RGB,JPEG,0.0175550974533598,False,False,8405fd700fb22b16fd21a97a27a217e820972dc94d7bb55131d402d32aabcf35,7372054552869903837,4611915785213907072,False,,292
train/Clean/Clean (75).jpg,train,Clean,Clean (75).jpg,132520,False,,960,720,RGB,JPEG,0.0109779933767456,False,False,7c4a6299bcfaa7318262e218b48eb514e2cbfc9df01fede27cc9fba8c93c369c,36170534242936944,18376658455936156615,False,,325
train/Clean/Clean (77).jpg,train,Clean,Clean (77).jpg,108886,False,,720,960,RGB,JPEG,0.0019950781321207,False,False,4dcf10f45e5f36238139cb70a87645b414156424f01ec08262e39e0ce58b675a,13165941258946634948,18383974062998225152,False,,326
train/Clean/Clean (78).jpg,train,Clean,Clean (78).jpg,810553,False,,1536,2048,RGB,JPEG,0.0086873317163265,False,False,f41914779905c81632c4851e26d50343765409357ba1a80c26424b1e31b6456f,17293521297495126934,17940353823063204080,False,,327
train/Clean/Clean (79).jpg,train,Clean,Clean (79).jpg,243064,False,,1131,1882,RGB,JPEG,0.0123159189418504,False,False,5f8c647d6254fc7a2b7d4c3c99d8370fa4818ba9d3dadb17509536b83db5378e,17023143925404905670,18438018349431531519,False,,328
train/Clean/Clean (8).jpg,train,Clean,Clean (8).jpg,99003,False,,700,467,RGB,JPEG,0.0014775160599571,False,False,4b2a49407caf74b6b29668bcfa5cde3c9573df9d545c9e97eef3a1492472b623,3624715398148804241,8600536525590561075,False,,329
train/Clean/Clean (81).jpg,train,Clean,Clean (81).jpg,356873,False,,1536,2048,RGB,JPEG,0.0008834197467678,False,False,8fa5c688c9d3f29b30e878326af9e15b94ecce47f1ab0ff4d594f5e041e7fb7d,9025427178053573,18378908604322348223,False,,330
train/Clean/Clean (82).jpg,train,Clean,Clean (82).jpg,89775,False,,720,960,RGB,JPEG,0.0020052054322838,False,False,2aff2ea25a14ceebe191b57d2546d050cccd928086191cf2e97254748d1e8dff,3661369818397707653,567111333290508287,False,,331
train/Clean/Clean (83).jpg,train,Clean,Clean (83).jpg,104756,False,,720,960,RGB,JPEG,0.003483791256089,False,False,87aafaba9c04aad607cef539069e44d4093d6ff7791c208bef54ace14a90138a,1047021771476234480,9196226777347834051,False,,30
train/Clean/Clean (85).jpg,train,Clean,Clean (85).jpg,114779,False,,720,960,RGB,JPEG,0.009418389151636,False,False,49fc789ae39e9a5eacb033532441efe89c6a0b18d8ed918cee5f74349303a2ca,7306849005157922736,18397063712402833408,False,,332
train/Clean/Clean (86).jpg,train,Clean,Clean (86).jpg,1617087,False,,3000,1687,RGB,JPEG,0.0001715076071922,False,False,5e1723150f6583a28251895ba977fc766fa397840b6eaa9a96cefe2951086a6e,18346665901937454836,17940336371537313792,False,,333
train/Clean/Clean (87).jpg,train,Clean,Clean (87).jpg,2354955,False,,5472,3648,RGB,JPEG,0.0122569251820146,False,False,55474eda524dbdcad9d1922a429782495057f94c52a7c6efb888dfb92263b0ae,16204184922205887379,18446462603027808256,False,,274
train/Clean/Clean (88).jpg,train,Clean,Clean (88).jpg,449147,False,,1440,1440,RGB,JPEG,0.0039125136296581,False,False,0a53f02810ed0bc33e47353ec7fd3415c0ed40d733c060d82088aa5d02c9f9fe,12454567439152812432,9853945803674944256,False,,334
train/Clean/Clean (89).jpg,train,Clean,Clean (89).jpg,179702,False,,960,960,RGB,JPEG,0.0007291619195187,False,False,a687f1d5350b2439c44f5ac65f31bc1c5b7d89ed444aaba86f49fa53a8d7fdc9,11247198046831260688,18157809129689776129,False,,335
train/Clean/Clean (9).jpg,train,Clean,Clean (9).jpg,88851,False,,600,400,RGB,JPEG,0.0023041474654377,False,False,600547e8076b06743a34afeffcc639672d83ea8944c1473a6e056a2d45668eb6,17761558281810311212,18443336585037923136,False,,336
train/Clean/Clean (90).jpg,train,Clean,Clean (90).jpg,2354955,False,,5472,3648,RGB,JPEG,0.0122569251820146,False,False,55474eda524dbdcad9d1922a429782495057f94c52a7c6efb888dfb92263b0ae,16204184922205887379,18446462603027808256,False,,274
train/Clean/Clean (91).jpg,train,Clean,Clean (91).jpg,529391,False,,1440,1440,RGB,JPEG,0.0095027833196614,False,False,c066c76eeb032c4cef440982b9516f64948aab8c5b0f21e7d20367d0129ba8f1,2574681414971196052,2738468942366376193,False,,337
train/Clean/Clean (93).jpg,train,Clean,Clean (93).jpg,268910,False,,1536,2048,RGB,JPEG,0.0025590244553728,False,False,e7f2a0da1f0f741cfd52d7bf780c5840a67dd683288733ee50fbbf1523a35bf0,7247673649405675736,18446742974197923840,False,,338
train/Clean/Clean (94).jpg,train,Clean,Clean (94).jpg,1230173,False,,2000,1334,RGB,JPEG,0.0141259317369071,False,False,4ac1080af78c3ce54ce7c2da20a67f74c7016d13ed4c4b826db7f915672d04f6,7596049786084732233,18446743519659034624,False,,339
train/Clean/Clean (96).jpg,train,Clean,Clean (96).jpg,945089,False,,2048,1536,RGB,JPEG,0.0036204632946883,False,False,20b3067fbdbb29a49111e3a12d0fcffe71456ff0169d1e976a67d36faf8e2139,6046028896371801855,18446742359493345408,False,,340
train/Clean/Clean (97).jpg,train,Clean,Clean (97).jpg,284888,False,,1080,1080,RGB,JPEG,0.0005221179986676,False,False,d3e43e97c4dfe935ddd50c1b0e54dc1a38de722b7f962a82c651e10fe2f4b362,6332010316692096662,8140484678063784064,False,,341
train/Clean/Clean (98).jpg,train,Clean,Clean (98).jpg,317552,False,,1080,1080,RGB,JPEG,0.0008882007333657,False,False,52832f610fc2e8997c3ed59d60a0f3f971c6c0f4737d6711f147160fe1a7e54b,6571722937188168667,461327487850135454,False,,342
train/Clean/Clean (99).jpg,train,Clean,Clean (99).jpg,244234,False,,1080,1080,RGB,JPEG,0.0046330470686375,False,False,9bb7e0b385f2926be642230d630758e87b72fc2aeb6786f4b3d17287e99708a7,11792245785477066665,10159549010684149760,False,,343
train/Dusty/Dust (1).jpg,train,Dusty,Dust (1).jpg,351812,False,,1000,750,RGB,JPEG,0.0337306216925044,False,False,890b201330ac4a244d5d88de948aa7571a7ed3a1f6b5662510123da9c95fb515,8547011739845571314,18419441000968683519,False,,344
train/Dusty/Dust (10).jpg,train,Dusty,Dust (10).jpg,98292,False,,640,480,RGB,JPEG,0.0009342387093834,False,False,d992b648711746fd3bbc90c6e75dd27ea37ca0285c19434d283640e2cdeb8e7d,12872904560610963523,279267256665039,False,,345
train/Dusty/Dust (100).jpg,train,Dusty,Dust (100).jpg,329725,False,,2048,921,RGB,JPEG,0.0249833926497166,False,False,68a01ae5add20a2785115bd9b66d8d61bc72cbf40af1c2ff21fa9a65b0900c63,13060295918353273398,17292970316611518464,False,,346
train/Dusty/Dust (101).jpg,train,Dusty,Dust (101).jpg,259296,False,,2048,921,RGB,JPEG,0.0521081129225596,False,False,33edbd74f9845bfdb17d306906c229a4845cb526ec9388fd8c35727007edc8b4,514505051210558625,2269495561643690763,False,,347
train/Dusty/Dust (102).jpg,train,Dusty,Dust (102).jpg,374707,False,,1374,1374,RGB,JPEG,0.0022580896339225,False,False,08e43f108936b6aaec97418ff38dabed324f22819a4e382516320cce23618225,3113114954437902591,6944866460120317952,False,,348
train/Dusty/Dust (103).jpg,train,Dusty,Dust (103).jpg,377400,False,,1374,1374,RGB,JPEG,0.0014052807409796,False,False,29bd1421e612b301c14be2b47aabea74c90e1a6c89fd0e67f332ea2de14fbddf,4340588348501974089,8170076174872182976,False,,349
train/Dusty/Dust (104).jpg,train,Dusty,Dust (104).jpg,439576,False,,1440,1440,RGB,JPEG,0.0060662527976666,False,False,944e7c0c4320757a04d3db4998b91341a95e182dfecd5b86a65b88eeae4471fc,16597483206692417879,17898448682299418495,False,,350
train/Dusty/Dust (105).jpg,train,Dusty,Dust (105).jpg,2781221,False,,3648,2056,RGB,JPEG,0.0029296200546912,False,False,ba70074c054e6f911dfb6daf696872e45c92c245b6d95d6e6d44a90627438a03,7709466339850,18410500317922721792,False,,351
train/Dusty/Dust (106).jpg,train,Dusty,Dust (106).jpg,118557,False,,960,720,RGB,JPEG,0.0548798395835654,False,False,b172b136fe52418810f851c0bdd8ae1bf2bb33c2ba3831e55bdc6087b5f5db7c,5186669548432551406,864699924548092156,False,,32
train/Dusty/Dust (107).jpg,train,Dusty,Dust (107).jpg,837742,False,,2048,1536,RGB,JPEG,0.0178486392665613,False,False,dd122c62d5f4406fe3059268a09aaa1642f953f73a66ef8652a021b029c55a2b,1229818466484158723,18446470321185097222,False,,352
train/Dusty/Dust (108).jpg,train,Dusty,Dust (108).jpg,998910,False,,2048,1536,RGB,JPEG,0.0069961503371236,False,False,dced33c275ba82700c4bf3b276a29c4a3c060e1bdbe39a7d4dcda16c753fefb0,4411408862960870133,8102223055278294754,False,,353
train/Dusty/Dust (109).jpg,train,Dusty,Dust (109).jpg,572092,False,,2048,1536,RGB,JPEG,0.0083379692472017,False,False,9cb7e25e58189e0f9f9c661a7488ec95dabe108ccdd2726904600bd3dea65271,1748782987999722780,18446604440057278847,False,,354
train/Dusty/Dust (11).jpg,train,Dusty,Dust (11).jpg,979025,False,,1848,832,RGB,JPEG,0.0047803758741258,False,False,c51bfc47d381db655f2e54b3b7f056536717d5955bad2c32566dc216bca87459,13302670916194581301,17870179005779435775,False,,355
train/Dusty/Dust (110).jpg,train,Dusty,Dust (110).jpg,589612,False,,2048,1536,RGB,JPEG,0.0101693406617859,False,False,b63d77a1285752bda875b7eab1eca5953bfb5cb5ab409a975a681b5cc841ae3e,11881873388654095564,18446619867685062664,False,,356
train/Dusty/Dust (111).jpg,train,Dusty,Dust (111).jpg,772615,False,,2048,1536,RGB,JPEG,0.0087941431718551,False,False,4d25c8a92a9165f0636b8ce6a6343de7636e5b47dffb492a61911c5225ab0948,9025072889740194146,18445865301942929167,False,,357
train/Dusty/Dust (112).jpg,train,Dusty,Dust (112).jpg,715074,False,,2048,1536,RGB,JPEG,0.0044682792229466,False,False,5d531829dc067b38d4ee3fe475d14201883819adfc6d599b5ffd6963472b349c,2296272778350360808,18446743800979128320,False,,358
train/Dusty/Dust (113).jpg,train,Dusty,Dust (113).jpg,967642,False,,2048,1536,RGB,JPEG,0.0099890963305814,False,False,2160b8bd571a556e0a3d12d1d0a20723ef08724d070d3a16dc2b016b0a8fa01e,4331370043408269038,18445613981914628096,False,,359
train/Dusty/Dust (114).jpg,train,Dusty,Dust (114).jpg,126047,False,,828,1472,RGB,JPEG,0.0198372358816198,False,False,eb5d7b5ab34cce45678812cd1f8fa2ff1cd073e79671946bb7c43d44d133bc11,18222064950713251328,17403895908650582047,False,,360
train/Dusty/Dust (115).jpg,train,Dusty,Dust (115).jpg,193940,False,,960,1792,RGB,JPEG,0.0027180989583333,False,False,5771ff73d1b2787ebe6811027c64ac73da87406ec6ae287bc7c184ce880f83b2,4038681458003423511,17544190705197580288,False,,361
train/Dusty/Dust (116).jpg,train,Dusty,Dust (116).jpg,58097,False,,850,455,RGB,JPEG,0.0121628959276018,False,False,665b55a546c801ca1d283c5b5bc07b6c45cd6020aea2961f7de48465272cddee,4919482337038251028,220429507084156927,False,,362
train/Dusty/Dust (117).jpg,train,Dusty,Dust (117).jpg,71899,False,,514,960,RGB,JPEG,0.0023123191284117,False,False,48e47f603fe7f5606f1b966560ba9aab53133972ccf7daddf8a2ae4f90b9f1c1,5202384993837809916,225389160221639617,False,,363
train/Dusty/Dust (118).jpg,train,Dusty,Dust (118).jpg,62653,False,,455,850,RGB,JPEG,0.0120361990950226,False,False,8eab8bf97163456a2d52d18ea67488e65e3ff336ba9f0781e6dfc924121c9715,12725357831117968594,17848812868452647297,False,,364
train/Dusty/Dust (119).jpg,train,Dusty,Dust (119).jpg,65125,False,,514,960,RGB,JPEG,0.0090932304374964,False,False,9771ae6a2961814e50e37e4a6bc87fa0964205ee8f8e44b433b51e947e9fa191,8651282408072577667,17581204794498908351,False,,365
train/Dusty/Dust (120).jpg,train,Dusty,Dust (120).jpg,4842683,False,,5472,3080,RGB,JPEG,0.0167651016746411,False,False,bf56782f4ce094481004b35ed5668edc7f084e94ed37913c52e802a0f20fc786,13893871828964757589,18446743536838639616,False,,366
train/Dusty/Dust (121).jpg,train,Dusty,Dust (121).jpg,283830,False,,2048,1166,RGB,JPEG,0.0059946238923136,False,False,97de218930bd97cca9e41b569b6cba770f9a6704587dc7d0942670baa9675bae,9415122659544811386,18387916905244573760,False,,367
train/Dusty/Dust (122).jpg,train,Dusty,Dust (122).jpg,77201,False,,720,960,RGB,JPEG,0.000415219306685,False,False,c1f20cbfb97333d1c23ef86c8d982cc547dc2208e592d5e295efb21eecdb41b8,50528525,4548370705884319294,False,,33
train/Dusty/Dust (123).jpg,train,Dusty,Dust (123).jpg,82110,False,,514,960,RGB,JPEG,0.0088236963059637,False,False,eb4c9c12c56f803213a2f84af749367d16d8c73ba19bef62950bb2b25a6c175c,14154425229037113498,16140337027915756448,False,,368
train/Dusty/Dust (124).jpg,train,Dusty,Dust (124).jpg,531957,False,,1536,2048,RGB,JPEG,0.0013818732059013,False,False,2afd50ecc5c6e08ce3ea96ab78b00624d7776df574ece023da0bbffdb89dfea2,12448090254133789780,17982740275495108608,False,,369
train/Dusty/Dust (125).jpg,train,Dusty,Dust (125).jpg,119979,False,,720,960,RGB,JPEG,0.0855149225767902,False,False,c91f84412998a7a9edd2546a79b99e06eb55d0cb17fd4b4b8ab4802f27484b61,2765846253757761927,18429018428520989440,False,,370
train/Dusty/Dust (127).jpg,train,Dusty,Dust (127).jpg,711257,False,,1600,1200,RGB,JPEG,0.0048635366004827,False,False,9c96185c886f741038cc90cf9376748e97ca98f3f700baadbb34ca4b4bef141e,11060840660494548939,18446674254733834495,False,,371
train/Dusty/Dust (128).jpg,train,Dusty,Dust (128).jpg,618275,False,,2048,1536,RGB,JPEG,0.0130599256770288,False,False,70d5d34343d72bd3dfdbbc4a4b9a067e8de4e799d38861de2ffd8d0ae95c45ad,10337687454823136831,18445896285291544688,False,,372
train/Dusty/Dust (129).jpg,train,Dusty,Dust (129).jpg,79460,False,,960,720,RGB,JPEG,0.0156973152527267,False,False,1a89953e90be12c3b5f6d2bea1b367880ca5f41ad7450e5ba71b2d29cad243e8,8853898183860347270,16210846470807586591,False,,373
train/Dusty/Dust (13).jpg,train,Dusty,Dust (13).jpg,20422,False,,280,280,RGB,JPEG,0.0035714285714285,False,False,be3e3e279e1f1253f9b1603909202e62a43a848b3d91202704b176a1d5059458,4669351652146669206,18446670621088646144,False,,374
train/Dusty/Dust (130).jpg,train,Dusty,Dust (130).jpg,97187,False,,960,720,RGB,JPEG,0.0212166938415887,False,False,374661c571f1df4026e21fa518d474f6e82e5d3153ab853887f2e1374f4a6ee8,4136350734541841584,152840053083718113,False,,375
train/Dusty/Dust (131).jpg,train,Dusty,Dust (131).jpg,74178,False,,960,720,RGB,JPEG,0.0152719686458786,False,False,80dd799836aae9e5daedb14c67900149398efb9b420b7b981a17fdb2f1128c4a,18446496748534030706,18446743516169208775,False,,376
train/Dusty/Dust (132).jpg,train,Dusty,Dust (132).jpg,106305,False,,960,720,RGB,JPEG,0.0153934962478352,False,False,d8eda1f92634a966b9b8d91f804a23cc785fcfaa021a68fd8ad29c9726d2e22a,12894524600608486847,63613344669548776,False,,377
train/Dusty/Dust (135).jpg,train,Dusty,Dust (135).jpg,1653946,False,,1500,1101,RGB,JPEG,0.0207350516468937,False,False,d56477f4530613f23283d0f91ccfaef35f9523eb8b4349557267b1bbb97db763,6237022126552459593,18446744071561019136,False,,378
train/Dusty/Dust (136).jpg,train,Dusty,Dust (136).jpg,413784,False,,1440,1440,RGB,JPEG,0.0043311087030641,False,False,b8c1cca597de0b155399787343a86e325ed91ebb136d7f1947fcab5a6f1a2466,6007906389817616238,17748668808853242048,False,,379
train/Dusty/Dust (139).jpg,train,Dusty,Dust (139).jpg,236866,False,,1080,1080,RGB,JPEG,0.0001920434018088,False,False,2860452e67b26aa1e40fde734a88bdb37e29b6759339c31d525e6669a9c37eb2,10240753444560158061,4575653856301547520,False,,380
train/Dusty/Dust (14).jpg,train,Dusty,Dust (14).jpg,320537,False,,1920,1280,RGB,JPEG,0.0343647995078129,False,False,321063e608ed8f6a52f957e519d3dbb1a0eec7ccffa57a2f75575b79d9c9118e,4512955298260113,18392453552539762946,False,,381
train/Dusty/Dust (140).jpg,train,Dusty,Dust (140).jpg,274269,False,,1080,1080,RGB,JPEG,0.0361521703905082,False,False,4e526d643ca84b635c5d95d2b39f1e56071f87d3a275cb687072094c494259a0,17728147045684340711,8866461763026944,False,,382
train/Dusty/Dust (141).jpg,train,Dusty,Dust (141).jpg,213021,False,,1080,1080,RGB,JPEG,0.0018724231676358,False,False,7fc637efa4cdecd5bc8e4aa3a9028c7776b90bedcd4a305697bc3fe15381e930,18412687115610755279,18230570531520774144,False,,383
train/Dusty/Dust (142).jpg,train,Dusty,Dust (142).jpg,2368051,False,,1500,1225,RGB,JPEG,0.0269485714285714,False,False,fba2a706f9e65b78b64e61907e3382ad20cd3edb841830da2d9c0ca50c4ff0ec,1089624197241454429,18446742961180901376,False,,384
train/Dusty/Dust (143).jpg,train,Dusty,Dust (143).jpg,289595,False,,1080,1080,RGB,JPEG,0.0052631894808226,False,False,71d1ca3383f557a02dd670e75937fe8d6f900c690862516b811bdfbd39a91a18,6583994387280167112,16208736530108449152,False,,385
train/Dusty/Dust (144).jpg,train,Dusty,Dust (144).jpg,262066,False,,2048,1152,RGB,JPEG,0.0112478229780769,False,False,f14cffade603d6d0200e22fa2ec75cf46b14773cd365207193ef66e24ded6371,14128576671125651608,18446638001019879681,False,,386
train/Dusty/Dust (145).jpg,train,Dusty,Dust (145).jpg,279121,False,,1080,1080,RGB,JPEG,0.014019168332043,False,False,a5d927a71d45ab9edbacd83743c8ab01f22107971b409f4f6fde688745fc50c4,16781259006925964703,58054209096841728,False,,387
train/Dusty/Dust (146).jpg,train,Dusty,Dust (146).jpg,485610,False,,2048,1152,RGB,JPEG,0.0017386505579406,False,False,2ef52d41411b0d66ecb17e47fbd430e5765467d686aabd2a7835e926d746dca1,5660757794964994442,7946702907765511,False,,388
train/Dusty/Dust (147).jpg,train,Dusty,Dust (147).jpg,427603,False,,2048,1152,RGB,JPEG,0.0032310417365143,False,False,b851c50dd308e4f9b2439fc734a032bba9c12a9a92d2ec37180c4ea20e1e0605,13600042695560200961,17361654727007018510,False,,389
train/Dusty/Dust (148).jpg,train,Dusty,Dust (148).jpg,498137,False,,2048,1152,RGB,JPEG,0.0046284895399103,False,False,11f44f2e95518ee850a547337c594ac09eec2e58ef278dd00cbf7a530b0d0fdd,5660300580404459260,18391574214860603393,False,,390
train/Dusty/Dust (149).jpg,train,Dusty,Dust (149).jpg,443456,False,,2048,1152,RGB,JPEG,0.016149274721623,False,False,8f9b2d47fa16ce46e12a5262c3ef1cc7c32fb0b852f37d118493af8c9af70c8b,12751255715004187521,126378961704911102,False,,391
train/Dusty/Dust (15).jpg,train,Dusty,Dust (15).jpg,129097,False,,660,440,RGB,JPEG,0.0190907776117244,False,False,b4bd893496f0b3deacfcfe91e9214be0b66ec2e666e823f03d16f3f54bea4565,1082568355969438557,18445896337292525568,False,,392
train/Dusty/Dust (150).jpg,train,Dusty,Dust (150).jpg,639789,False,,2048,1152,RGB,JPEG,0.0341469782787359,False,False,fcf8b68ab29c7610b927cf5a1f1da87d655d0841beef2464071a76151194e0bc,14780574749921797534,810223492231843839,False,,393
train/Dusty/Dust (151).jpg,train,Dusty,Dust (151).jpg,564685,False,,2048,1152,RGB,JPEG,0.0153333550911901,False,False,46b05e9b99b8dc3bbecfa2f959db98172399b52d37dcce5dbccea0f854ecb9ab,10129868995443870056,794636011262050303,False,,394
train/Dusty/Dust (152).jpg,train,Dusty,Dust (152).jpg,331823,False,,2048,1152,RGB,JPEG,0.0142563411790187,False,False,5c20a071e682e30cd608ad372ab2f1d380f8266adf381e13b3f750b4331597f9,177582729148334529,18445830084252012038,False,,395
train/Dusty/Dust (153).jpg,train,Dusty,Dust (153).jpg,506690,False,,2048,1152,RGB,JPEG,0.0048005744074198,False,False,85c0d445c8eb20db0e49d8e3396ae857ed49a4f0c6814e5d30d1fbbb2478f3a8,14267615009418821640,15996520958861050113,False,,396
train/Dusty/Dust (154).jpg,train,Dusty,Dust (154).jpg,808756,False,,1536,2048,RGB,JPEG,0.0254767573822292,False,False,84e5bf0d97dcd27d29f2d4d210247607649a7c2c9666d50d664055bc41fe2ffc,5122896475323149491,1116891607589715968,False,,397
train/Dusty/Dust (156).jpg,train,Dusty,Dust (156).jpg,94046,False,,720,960,RGB,JPEG,0.004101556566035,False,False,4f699565ad77cefff06dcb11f589749e5d252691f533af91fd537fb410c56d3b,1907296817270901128,17650732804944753152,False,,398
train/Dusty/Dust (157).jpg,train,Dusty,Dust (157).jpg,181652,False,,960,960,RGB,JPEG,0.0128970514514879,False,False,e3e97dc6affc43df8fd1f9af1c492ccd19ad759985ef436b84fef4dc5f86d8d2,7207196945968654843,1089658890957734598,False,,399
train/Dusty/Dust (158).jpg,train,Dusty,Dust (158).jpg,609375,False,,2048,1536,RGB,JPEG,0.0055341685395758,False,False,e40970a88031c81c39d9076f680689351b72be686c25ba4fc2b00fb67494a23b,3679027071457690320,4557395497257732039,False,,400
train/Dusty/Dust (16).jpg,train,Dusty,Dust (16).jpg,85548,False,,800,533,RGB,JPEG,0.0096856275137486,False,False,30999f263f76052d0789c764d81b2894084d753271d7474ced288e988c03a7ac,9119570432317762889,17942340891821735936,False,,38
train/Dusty/Dust (160).jpg,train,Dusty,Dust (160).jpg,673965,False,,2048,1536,RGB,JPEG,0.0069716727118983,False,False,3e7afec50f2de685355d710631370fc40883732dfdeb44bb416caa2df9f31c65,17573574769473790096,17277781806866826023,False,,401
train/Dusty/Dust (162).jpg,train,Dusty,Dust (162).jpg,719707,False,,2048,1536,RGB,JPEG,0.0006030396760052,False,False,dd88ccad15972175ea17e2a104de6928e5ce797516423c7ef2c6e679c394160a,16062079794278755788,18446431543980228816,False,,402
train/Dusty/Dust (163).jpg,train,Dusty,Dust (163).jpg,92716,False,,626,417,RGB,JPEG,0.00222567842969,False,False,c0d87ac0423e2d6271f15f5e942a5934aafcdcc60829a6befe49901ee3e50b94,7863029016767698695,18374403348921843712,False,,403
train/Dusty/Dust (164).jpg,train,Dusty,Dust (164).jpg,8056,False,,285,177,RGB,JPEG,0.0013875398917718,False,False,55dd0177f7d033b7764cb5b3eb76b295d434d497d4fc6617d3e0fd8fa3c9b3bc,11031666576352611851,3674926299091638272,False,,404
train/Dusty/Dust (165).jpg,train,Dusty,Dust (165).jpg,101393,False,,1200,787,RGB,JPEG,0.0243709001964199,False,False,430afd50e324c1a563c388e0bdbadb3637beebffb56cec5291173f5b3775af27,11664350185836390673,18430700000047464448,False,,405
train/Dusty/Dust (166).jpg,train,Dusty,Dust (166).jpg,85548,False,,800,533,RGB,JPEG,0.0096856275137486,False,False,30999f263f76052d0789c764d81b2894084d753271d7474ced288e988c03a7ac,9119570432317762889,17942340891821735936,False,,38
train/Dusty/Dust (167).jpg,train,Dusty,Dust (167).jpg,71893,False,,612,459,RGB,JPEG,0.1203588337901819,False,False,f0e857b12b5075bf0fe810cb94e084d61032a57536b41d9300ea3ddfa0dfc70d,1091217531081089433,2053641152779191072,False,,406
train/Dusty/Dust (168).jpg,train,Dusty,Dust (168).jpg,1862134,False,,1500,1101,RGB,JPEG,0.0667446562313238,False,False,6e72f3df424fc28ee23a2f234bf71e5653d6c9afb393f73c4a1c294c26823d59,7948704572557244512,18446743945130016768,False,,407
train/Dusty/Dust (169).jpg,train,Dusty,Dust (169).jpg,19543,False,,500,332,RGB,JPEG,0.0930634619439173,False,False,f66a900f76bc41400d8b69de0dd11da6dc4d79c1845a3370f610777e4516b066,2251614339004705639,18446743107812720640,False,,39
train/Dusty/Dust (17).jpg,train,Dusty,Dust (17).jpg,5425115,False,,4032,2268,RGB,JPEG,0.0098854227905153,False,False,c3a2b5bd2e4e831827ee4b25714b96ecd3137c7f5268704f843f6f7c74c1c074,8667277370288888283,16199677592365744320,False,,408
train/Dusty/Dust (170).jpg,train,Dusty,Dust (170).jpg,6131,False,,299,168,RGB,JPEG,0.0020903010033444,False,False,a47783d234ef97bb76320ff3639e88a8761597a788174688799d302252aab797,7709466339850,18410500317922721792,False,,351
train/Dusty/Dust (171).jpg,train,Dusty,Dust (171).jpg,188813,False,,1200,675,RGB,JPEG,0.0005617249276239,False,False,89f1f516a793ec0ca4451840944019f7b7c660ace0f86d3b75ea4e156696600a,2238131580643521555,18446743523953762423,False,,409
train/Dusty/Dust (173).jpg,train,Dusty,Dust (173).jpg,89142,False,,800,600,RGB,JPEG,0.0205914950708744,False,False,b351fa1d3a231b8fe39f4fdb64ee430677f89c50488934df356bcf9b0e329412,217090906990517272,18410468020238811393,False,,410
train/Dusty/Dust (176).jpg,train,Dusty,Dust (176).jpg,38490,False,,474,355,RGB,JPEG,0.0058238695453221,False,False,a49eb5181327af4a043773af6bbf7d1d370ca62624895b1ae662a64c8f455027,12464976540528238748,54290572759753713,False,,411
train/Dusty/Dust (177).jpg,train,Dusty,Dust (177).jpg,353468,False,,1305,734,RGB,JPEG,0.0003507771907131,False,False,1522ce0f8f8a9b35bf30d606ae34f05c0e91cb452375d9d6083d493567ca1332,15598784958588699530,18446744071545783820,False,,412
